NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK,
75,23/01/2018-5/02/2018,Feb 4 2018,fa1b0ff19c4c4f705dff916f543eb9ccaf8cc841,    Add javadoc for RequestOptions.apply/RequestBuilder.apply.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/fa1b0ff19c4c4f705dff916f543eb9ccaf8cc841,
75,23/01/2018-5/02/2018,Feb 4 2018,451adedf60ac7d6799ee07b3dc34ff06ff42a4e8,    Update SimpleTarget javadoc to match v4 API.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/451adedf60ac7d6799ee07b3dc34ff06ff42a4e8,
75,23/01/2018-5/02/2018,Feb 5 2018,46c905b9d4bcfef788dac495bdc7eb547dac493c,    Fix param mistake (#2873),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/46c905b9d4bcfef788dac495bdc7eb547dac493c,
75,23/01/2018-5/02/2018,Feb 2 2018,3a3a06108fe5e93ae39b5264ac2376ae889236f4,    Update readme to 4.6.1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3a3a06108fe5e93ae39b5264ac2376ae889236f4,
75,23/01/2018-5/02/2018,Feb 2 2018,c63ff574979c6a912a521104630f68e489ec2051,    Bump version to 4.6.1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c63ff574979c6a912a521104630f68e489ec2051,
75,23/01/2018-5/02/2018,Feb 1 2018,a10361b5417e4d0c735e277386dda337b4f9238d,    Add POM dependencies explicitly.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a10361b5417e4d0c735e277386dda337b4f9238d,
75,23/01/2018-5/02/2018,Feb 1 2018,430b7aaf4925562ba938bdcad51775c1e56a525d,    Bump version to 4.7.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/430b7aaf4925562ba938bdcad51775c1e56a525d,
75,23/01/2018-5/02/2018,Feb 1 2018,4b26f3d5dc38500ee86a0d2a3581ee92b9f46e8a,    Change update_javadocs to use debugJavadocJar instead of release.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4b26f3d5dc38500ee86a0d2a3581ee92b9f46e8a,
75,23/01/2018-5/02/2018,Feb 1 2018,761654c85a3c32fe7712618e1f7082632858ae02,    Update readme to 4.6.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/761654c85a3c32fe7712618e1f7082632858ae02,
75,23/01/2018-5/02/2018,Feb 1 2018,51ae5717610cb3b79b40cc74ada9db1669735828,    Bump version to 4.6.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/51ae5717610cb3b79b40cc74ada9db1669735828,
75,23/01/2018-5/02/2018,Jan 31 2018,0917ef365ea35ca3e0f1eb12a2b7c843c84042f3,    Include the debug aar in release artifacts for Android projects.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0917ef365ea35ca3e0f1eb12a2b7c843c84042f3,
75,23/01/2018-5/02/2018,Jan 30 2018,c99a5301614d318a5de308f20d32a5af01f0bbef,    Avoid throwing when decoding Files with DiskCacheStrategy.AUTOMATIC.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c99a5301614d318a5de308f20d32a5af01f0bbef,
75,23/01/2018-5/02/2018,Jan 23 2018,9d3a6ff872c0c0d753fd8f37ba0a80d487277d76,    Fix a lint warning.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9d3a6ff872c0c0d753fd8f37ba0a80d487277d76,
76,16/01/2018-23/01/2018,Jan 17 2018,e9f682f9586a68f9322d978dda4856957167ff0b,    Avoid adding duplicate resource classes.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e9f682f9586a68f9322d978dda4856957167ff0b,
76,16/01/2018-23/01/2018,Jan 23 2018,17e0943fdc9e24ce4f105df53e91c7cdea60edf6,    Start adding nullability annotations to load package (#2797),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/17e0943fdc9e24ce4f105df53e91c7cdea60edf6,
76,16/01/2018-23/01/2018,Jan 17 2018,c8d927e2871275ab8f544e218cb53c65d3d54f88,    Allow ARGB_8888 to be re-used for RGBA_F16 if size appropriate.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c8d927e2871275ab8f544e218cb53c65d3d54f88,
76,16/01/2018-23/01/2018,Jan 17 2018,2cd953c63cf266bae37293ce536de4fb04b8e7e0,    Remove scope annotations from Dagger modules,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2cd953c63cf266bae37293ce536de4fb04b8e7e0,
76,16/01/2018-23/01/2018,Jan 16 2018,73277df1debcf894aece03f0d1b2852281c266a5,    Add an in config set for RGBA_F16 in SizeConfigStrategy.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/73277df1debcf894aece03f0d1b2852281c266a5,
76,16/01/2018-23/01/2018,Jan 16 2018,a198ef627d3537d460d2eb5d64d15de1803f0f6c,    Avoid converting RGBA_F16 to ARGB_8888 in TransformationUtils.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a198ef627d3537d460d2eb5d64d15de1803f0f6c,
77,11/01/2018-16/01/2018,Jan 16 2018,d45956144f72f080675c119a7d21dc1bf6057380,    Handle RGBA_F16 Bitmaps in Util.getBitmapByteSize.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d45956144f72f080675c119a7d21dc1bf6057380,
77,11/01/2018-16/01/2018,Jan 11 2018,3318c95db9d09d82065a8603d4100f91a814f81d,    TearDownGlide in the GifDrawable unit test.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3318c95db9d09d82065a8603d4100f91a814f81d,
77,11/01/2018-16/01/2018,Jan 11 2018,0becb7264e6327371aa6506d8cf1dd1addb6b469,    Update proguard rules to match the readme.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0becb7264e6327371aa6506d8cf1dd1addb6b469,
77,11/01/2018-16/01/2018,Jan 11 2018,1847f4292e3349f06e68dc14d4295fa97c1af671,    Include full test failure messages in all subproject.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1847f4292e3349f06e68dc14d4295fa97c1af671,
77,11/01/2018-16/01/2018,Jan 11 2018,9634421cd101efccc7eb613ece85866fb874c760,    Merge redundant blocks in parent build.gradle file.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9634421cd101efccc7eb613ece85866fb874c760,
78,10/01/2018-11/01/2018,Jan 11 2018,bfa237c19a7d742a4911e2744d174ae82f420ac0,    Include problematic class/method names in annotation processor errors.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/bfa237c19a7d742a4911e2744d174ae82f420ac0,
79,9/01/2018-10/01/2018,Jan 10 2018,35f6a0a43bf8ac645c8c5d0cb82f2936f172f7f9,    Add nullability annotations to manager package (#2790),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/35f6a0a43bf8ac645c8c5d0cb82f2936f172f7f9,
80,4/01/2018-9/01/2018,Jan 9 2018,860f7d041dd00e6032d71ff8483ac2a9d30441ec,    Ensure all generated classes are fully nullabilitily annotated (#2789),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/860f7d041dd00e6032d71ff8483ac2a9d30441ec,
80,4/01/2018-9/01/2018,Jan 4 2018,a0f3d300d556cf83cf6a2a5dee737b89c862770d,    Use the new BufferedOutputStream when encoding Bitmaps.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a0f3d300d556cf83cf6a2a5dee737b89c862770d,
80,4/01/2018-9/01/2018,Jan 4 2018,416797ea294a23ec8adadfc922a1c8b6e331770b,    Add a BufferedOutputStream that works with ArrayPool to reuse byte[]s.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/416797ea294a23ec8adadfc922a1c8b6e331770b,
80,4/01/2018-9/01/2018,Jan 8 2018,11a8daf91ddda4847c246d83c509ff05e51a472b,    Move tests into correct directory for package.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/11a8daf91ddda4847c246d83c509ff05e51a472b,
80,4/01/2018-9/01/2018,Jan 7 2018,f84e46182e17ab21a9f7a73ab01c6b111c2f57d7,    Replace explicit resources with submodule.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f84e46182e17ab21a9f7a73ab01c6b111c2f57d7,
80,4/01/2018-9/01/2018,Jan 5 2018,dff420bd6f4a474d178e1e8076a441b602f426f1,    Bump version to 4.6.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/dff420bd6f4a474d178e1e8076a441b602f426f1,
