NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.argumentCast(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.visibilities(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.optionalIdPresent(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.returnVoid(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.Visibilities,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.MultipleIds,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.OptionalId,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.Simple,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.ArgumentCast,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.ReturnVoid,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.OnTouchTest,LOW,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnTouchTest.touch(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,LOW,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnTouchTest.defaultReturnValue(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,LOW,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.OnTouchTest.failsMultipleListenersWithReturnValue(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,LOW,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.optionalIdAbsent(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.simple(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.multipleIds(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.performTouch(View),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.argumentCast(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.visibilities(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.optionalIdPresent(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.OnTouchTest.returnVoid(),CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,CRUCIAL,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.Visibilities,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.MultipleIds,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.OptionalId,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.Simple,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.ArgumentCast,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
54,9d4cf03d2cb2c54e47e831a30ebefcc336d73059,REMOVED_CLASS,CLASS: com.example.butterknife.functional.OnTouchTest.ReturnVoid,CLASS: com.example.butterknife.functional.OnTouchTest,com.example.butterknife.functional.OnTouchTest,HIGH,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,DOC_INSERT,JAVADOC: /** This augments {@link OnClickTest} with tests that exercise callbacks with multiple methods. */,CLASS: com.example.butterknife.functional.OnItemSelectedTest,com.example.butterknife.functional.OnItemSelectedTest,NONE,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.OnItemSelectedTest,LOW,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,METHOD_RENAMING,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),HIGH,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject source = JavaFileObjects.forSourceString(test.Test"""," StringLiteralConcatenation{""""+",,,,,,
package test;+,,,,,,,,,,
import butterknife.OnItemSelected;+,,,,,,,,,,
import static butterknife.OnItemSelected.Callback.NOTHING_SELECTED;+,,,,,,,,,,
public class Test {+,,,,,,,,,,
"  @OnItemSelected({ 1, 2 })+",,,,,,,,,,
  void onItemSelected() {}+,,,,,,,,,,
"  @OnItemSelected(value = { 1, 3 }, callback = NOTHING_SELECTED)+",,,,,,,,,,
  void onNothingSelected() {}+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),LOW,,,,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.AdapterView;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  private View view2;\n+,,,,,,,,,,
  private View view3;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'onItemSelected\' and method \'onNothingSelected\'\"");\n""+",,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    ((AdapterView<?>) view).setOnItemSelectedListener(new AdapterView.OnItemSelectedListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
"      public void onItemSelected(AdapterView<?> p0, View p1, int p2, long p3) {\n+",,,,,,,,,,
        target.onItemSelected();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void onNothingSelected(AdapterView<?> p0) {\n+,,,,,,,,,,
        target.onNothingSelected();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 2, \method \'onItemSelected\'\"");\n""+",,,,,,,,,,
    view2 = view;\n+,,,,,,,,,,
    ((AdapterView<?>) view).setOnItemSelectedListener(new AdapterView.OnItemSelectedListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
"      public void onItemSelected(AdapterView<?> p0, View p1, int p2, long p3) {\n+",,,,,,,,,,
        target.onItemSelected();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void onNothingSelected(AdapterView<?> p0) {\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 3, \method \'onNothingSelected\'\"");\n""+",,,,,,,,,,
    view3 = view;\n+,,,,,,,,,,
    ((AdapterView<?>) view).setOnItemSelectedListener(new AdapterView.OnItemSelectedListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
"      public void onItemSelected(AdapterView<?> p0, View p1, int p2, long p3) {\n+",,,,,,,,,,
      }\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void onNothingSelected(AdapterView<?> p0) {\n+,,,,,,,,,,
        target.onNothingSelected();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    target = null;\n+,,,,,,,,,,
    ((AdapterView<?>) view1).setOnItemSelectedListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
    ((AdapterView<?>) view2).setOnItemSelectedListener(null);\n+,,,,,,,,,,
    view2 = null;\n+,,,,,,,,,,
    ((AdapterView<?>) view3).setOnItemSelectedListener(null);\n+,,,,,,,,,,
    view3 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),LOW,,,,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_INSERT,"METHOD_INVOCATION: assertAbout(javaSource()).that(source).withCompilerOptions(-Xlint:-processing"").processedWith(new ButterKnifeProcessor()).compilesWithoutWarnings().and().generatesSources(bindingSource);""",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),LOW,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: View tree = ViewTree.create(TestSpinner.class, 1, 2, 3);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: TestSpinner spinner1 = tree.findViewById(1);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: TestSpinner spinner2 = tree.findViewById(2);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: TestSpinner spinner3 = tree.findViewById(3);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: MultipleIdPermutation target = new MultipleIdPermutation();,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Unbinder unbinder = ButterKnife.bind(target, tree);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals((- 1), target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner1.performSelection(0);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(0, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner1.clearSelection();,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals((- 1), target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner2.performSelection(0);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(0, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner2.clearSelection();,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(0, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner3.performSelection(1);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(0, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner3.clearSelection();,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals((- 1), target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner1.performSelection(1);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: unbinder.unbind();,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner1.performSelection(0);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(1, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner2.performSelection(0);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(1, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,METHOD_INVOCATION: spinner3.performSelection(0);,METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
56,87c26f09e931ba023cab67425edf0ee56013d356,STATEMENT_DELETE,"METHOD_INVOCATION: assertEquals(1, target.selectedPosition);",METHOD: com.example.butterknife.functional.OnItemSelectedTest.multipleIdPermutation(),butterknife.OnItemSelectedTest.multipleBindingPermutation(),MEDIUM,,,,
